pump_outlet_Pa,expander_outlet_Pa,expander_eff,heater_outlet_K,net_kW,thermal_eff,Q_in_kW,cost_proxy
3390776.4900965807,500034.5237585458,0.8999999977017633,439.06854175767944,147.66080169886183,0.14766080169886184,1000.0,476.92095644953906
3401097.2639758782,500001.20752973476,0.8999999881694315,437.56324369824034,147.86954806132596,0.14786954806132596,1000.0,479.0238793903943
3422813.760450552,500001.0257822449,0.8999999985593528,437.7631896058657,148.1913386552718,0.14819133865527181,1000.0,483.4696213347672
3438520.0301039214,500000.00000126555,0.8999999999966886,440.78193655143815,148.33386042427378,0.14833386042427377,1000.0,486.70259992317364
3454134.545944308,501027.0293163705,0.8999999995791926,438.97680371854574,148.5066105928715,0.1485066105928715,1000.0,489.93136389507356
3474927.35732096,500000.00457702996,0.89999999594908,442.3732459776165,148.82312381265612,0.1488231238126561,1000.0,494.25360464583935
3479507.904279377,500000.0007884213,0.8999999999825801,440.1138720940874,148.96722579785242,0.14896722579785243,1000.0,495.2092576803703
3499264.524688871,500000.00457702996,0.89999999594908,442.3732459776165,149.18473119145762,0.14918473119145761,1000.0,499.34556689849137
3522256.8731103437,500000.07810502895,0.899999999987519,442.3740663190141,149.52149188367648,0.14952149188367647,1000.0,504.18880440668937
3540174.0990489037,500002.6245216793,0.8999999956280715,442.9670375110114,149.76106991002493,0.14976106991002494,1000.0,507.9849800719329
3563401.2380603757,500000.06885377667,0.899999999952204,444.06075229638833,150.05808986129304,0.15005808986129304,1000.0,512.9348515080421
3586136.1088381503,500000.09256203315,0.8999999999958186,445.32144200661554,150.3375957220039,0.1503375957220039,1000.0,517.8111657338867
3599943.897905786,500000.0247016479,0.8999999999936401,445.32144200661554,150.5340338539024,0.1505340338539024,1000.0,520.7878820428363
