pump_outlet_Pa,expander_outlet_Pa,expander_eff,heater_outlet_K,Q_in_kW,W_pump_kW,W_exp_kW,Q_out_kW,net_kW,thermal_eff
2400000,650000,0.80,403.15,458.5469,4.16811,45.3853,417.3233,41.2172,0.08989
2400000,650000,0.85,403.15,458.5469,4.16811,48.2219,414.4867,44.0538,0.09607
2400000,650000,0.90,403.15,458.5469,4.16811,51.0585,411.6501,46.8904,0.10226
2400000,700000,0.70,403.15,458.5469,4.16811,37.3639,425.3381,33.1958,0.07239
2400000,700000,0.75,403.15,458.5469,4.16811,40.0327,422.6693,35.8646,0.07821
2400000,700000,0.80,403.15,458.5469,4.16811,42.7016,420.0004,38.5335,0.08403
2400000,700000,0.85,403.15,458.5469,4.16811,45.3704,417.3316,41.2023,0.08985
2400000,700000,0.90,403.15,458.5469,4.16811,48.0393,414.6627,43.8712,0.09567
2400000,500000,0.70,413.15,484.8227,4.16811,50.5200,438.4830,46.3519,0.09561
2400000,500000,0.75,413.15,484.8227,4.16811,54.1285,434.8745,49.9604,0.10305
2400000,500000,0.80,413.15,484.8227,4.16811,57.7371,431.2659,53.5690,0.11049
2400000,500000,0.85,413.15,484.8227,4.16811,61.3457,427.6573,57.1776,0.11794
2400000,500000,0.90,413.15,484.8227,4.16811,64.9543,424.0487,60.7861,0.12538
2400000,550000,0.70,413.15,484.8227,4.16811,47.3685,441.6285,43.2004,0.08911
2400000,550000,0.75,413.15,484.8227,4.16811,50.7520,438.2451,46.5839,0.09608
2400000,550000,0.80,413.15,484.8227,4.16811,54.1354,434.8616,49.9673,0.10306
2400000,550000,0.85,413.15,484.8227,4.16811,57.5189,431.4781,53.3508,0.11004
2400000,550000,0.90,413.15,484.8227,4.16811,60.9024,428.0947,56.7343,0.11702
2400000,600000,0.70,413.15,484.8227,4.16811,44.4897,444.5012,40.3216,0.08317
2400000,600000,0.75,413.15,484.8227,4.16811,47.6675,441.3233,43.4994,0.08972
2400000,600000,0.80,413.15,484.8227,4.16811,50.8454,438.1455,46.6772,0.09628
2400000,600000,0.85,413.15,484.8227,4.16811,54.0232,434.9677,49.8551,0.10283
2400000,600000,0.90,413.15,484.8227,4.16811,57.2010,431.7898,53.0329,0.10939
2400000,650000,0.70,413.15,484.8227,4.16811,41.8412,447.1432,37.6731,0.07770
2400000,650000,0.75,413.15,484.8227,4.16811,44.8299,444.1546,40.6618,0.08387
2400000,650000,0.80,413.15,484.8227,4.16811,47.8185,441.1659,43.6504,0.09003
2400000,650000,0.85,413.15,484.8227,4.16811,50.8072,438.1773,46.6391,0.09620
2400000,650000,0.90,413.15,484.8227,4.16811,53.7959,435.1886,49.6278,0.10236
2400000,700000,0.70,413.15,484.8227,4.16811,39.3900,449.5878,35.2219,0.07265
2400000,700000,0.75,413.15,484.8227,4.16811,42.2036,446.7743,38.0355,0.07845
2400000,700000,0.80,413.15,484.8227,4.16811,45.0172,443.9607,40.8491,0.08426
2400000,700000,0.85,413.15,484.8227,4.16811,47.8308,441.1471,43.6626,0.09006
2400000,700000,0.90,413.15,484.8227,4.16811,50.6443,438.3335,46.4762,0.09586
