boiler_Pa,condenser_Pa,expander_eff,boiler_outlet_K,Q_in_kW,W_pump_kW,W_exp_kW,Q_out_kW,net_kW,thermal_eff,bal_kW
800000.0,8000.0,0.85,653.15,3050.547180601957,0.9982266425536364,743.7369887687042,2307.8084184758063,742.7387621261506,0.24347722495463514,0.0
800000.0,8000.0,0.85,693.15,3135.1825583428226,0.9982266425536364,782.0403293765784,2354.140455608798,781.0421027340248,0.24912172997889592,-4.547473508864641e-13
800000.0,8000.0,0.85,733.15,3220.4218899170746,0.9982266425536364,822.5184050307879,2398.9017115288407,821.5201783882343,0.2550970669278951,-4.547473508864641e-13
800000.0,8000.0,0.85,773.15,3306.4145992379545,0.9982266425536364,865.0684203524422,2442.3444055280656,864.0701937098886,0.26133147183327676,4.547473508864641e-13
800000.0,8000.0,0.85,813.15,3393.263621831978,0.9982266425536364,909.598591760661,2484.663256713871,908.6003651181073,0.26776592283377204,0.0
800000.0,8000.0,0.9,453.15,2617.5992991071735,0.9982266425536364,622.7598266500212,1995.8376990997058,621.7616000074676,0.23753123719873465,0.0
800000.0,8000.0,0.9,493.15,2710.0659677397816,0.9982266425536364,650.5661750522652,2060.4980193300703,649.5679484097116,0.2396871353472834,-4.547473508864641e-13
800000.0,8000.0,0.9,533.15,2797.077146155427,0.9982266425536364,680.8215547421989,2117.2538180557817,679.8233280996453,0.24304775756151747,-4.547473508864641e-13
800000.0,8000.0,0.9,573.15,2882.024056559124,0.9982266425536364,713.7613734960607,2169.260909705617,712.7631468535071,0.2473133925552592,-4.547473508864641e-13
800000.0,8000.0,0.9,613.15,2966.286801885229,0.9982266425536364,749.3515585843045,2217.933469943478,748.3533319417509,0.25228623593178295,0.0
800000.0,8000.0,0.9,653.15,3050.547180601957,0.9982266425536364,787.4862234021574,2264.059183842353,786.4879967596038,0.25781866340595594,0.0
800000.0,8000.0,0.9,693.15,3135.1825583428226,0.9982266425536364,828.0427016928476,2308.138083292529,827.044475050294,0.26379467851066657,0.0
800000.0,8000.0,0.9,733.15,3220.4218899170746,0.9982266425536364,870.9018406208344,2350.518275938794,869.9036139782808,0.27012101013904133,0.0
800000.0,8000.0,0.9,773.15,3306.4145992379545,0.9982266425536364,915.9547980202329,2391.458027860275,914.9565713776793,0.2767216705335604,4.547473508864641e-13
800000.0,8000.0,0.9,813.15,3393.263621831978,0.9982266425536364,963.104391275994,2431.157457198538,962.1061646334404,0.2835341641136659,0.0
800000.0,12000.0,0.7,453.15,2584.530206482441,0.9965363825397798,450.7520894394638,2134.7746534255166,449.75555305692404,0.174018300087521,4.547473508864641e-13
800000.0,12000.0,0.7,493.15,2676.996875115049,0.9965363825397798,471.29581419406924,2206.6975973035196,470.29927781152946,0.17568166858294051,0.0
800000.0,12000.0,0.7,533.15,2764.008053530694,0.9965363825397798,493.8882220131303,2271.1163679001033,492.89168563059053,0.1783249817239062,0.0
800000.0,12000.0,0.7,573.15,2848.9549639343913,0.9965363825397798,518.657336509997,2331.2941638069337,517.6608001274572,0.1817019948299114,4.547473508864641e-13
800000.0,12000.0,0.7,613.15,2933.217709260496,0.9965363825397798,545.5517053785012,2388.662540264535,544.5551689959614,0.1856511254779145,0.0
800000.0,12000.0,0.7,653.15,3017.478087977224,0.9965363825397798,574.4749047683845,2443.9997195913793,573.4783683858446,0.19005220640070256,0.0
800000.0,12000.0,0.7,693.15,3102.11346571809,0.9965363825397798,605.3224888982381,2497.7875132023914,604.3259525156983,0.19481104066443503,4.547473508864641e-13
800000.0,12000.0,0.7,733.15,3187.352797292342,0.9965363825397798,637.9954248663541,2550.3539088085276,636.9988884838143,0.19985201795827096,4.547473508864641e-13
800000.0,12000.0,0.7,773.15,3273.3455066132215,0.9965363825397798,672.4043002455682,2601.937742750193,671.4077638630283,0.20511362534341898,0.0
800000.0,12000.0,0.7,813.15,3360.1945292072455,0.9965363825397798,708.469817150434,2652.7212484393513,707.4732807678942,0.2105453343901506,0.0
800000.0,12000.0,0.75,453.15,2584.530206482441,0.9965363825397798,482.94866725656857,2102.578075608412,481.9521308740288,0.18647571990654663,4.547473508864641e-13
800000.0,12000.0,0.75,493.15,2676.996875115049,0.9965363825397798,504.9598009222173,2173.0336105753713,503.96326453967754,0.18825694912999058,4.547473508864641e-13
800000.0,12000.0,0.75,533.15,2764.008053530694,0.9965363825397798,529.1659521569251,2235.8386377563083,528.1694157743852,0.19108823329936075,4.547473508864641e-13
800000.0,12000.0,0.75,573.15,2848.9549639343913,0.9965363825397798,555.704289117854,2294.247211199077,554.7077527353142,0.1947056937570069,4.547473508864641e-13
800000.0,12000.0,0.75,613.15,2933.217709260496,0.9965363825397798,584.5196843341087,2349.6945613089274,583.5231479515688,0.19893618741947489,0.0
